,Train_loss,Train_binary_acc,Train_precision,Train_recall,Train_f1,Valid_loss,Valid_binary_acc,Valid_precision,Valid_recall,Valid_f1,Best_epoch
0,0.7113840611332909,0.9396825396825397,0.9438202247191011,0.8571428571428571,0.8983957219251337,0.524216109584385,0.9367088607594937,1.0,0.8214285714285714,0.9019607843137255,0
1,0.4419841486003914,0.9746031746031746,0.9891304347826086,0.9285714285714286,0.9578947368421052,0.34854367074874776,0.9746835443037974,1.0,0.9285714285714286,0.962962962962963,0
2,0.36846500179060565,0.9619047619047619,1.0,0.8775510204081632,0.9347826086956522,0.42200752056486357,0.9240506329113924,1.0,0.7857142857142857,0.88,0
3,0.33937940540558675,0.9777777777777777,0.9595959595959596,0.9693877551020408,0.964467005076142,0.3319420159183922,0.9746835443037974,1.0,0.9285714285714286,0.962962962962963,0
4,0.3393454996674481,0.9650793650793651,1.0,0.8877551020408163,0.9405405405405405,0.4344782770076022,0.9240506329113924,1.0,0.7857142857142857,0.88,0
5,0.30384630755574055,0.9777777777777777,1.0,0.9285714285714286,0.962962962962963,0.40881783019372614,0.9240506329113924,1.0,0.7857142857142857,0.88,0
6,0.30488084444807617,0.9777777777777777,0.989247311827957,0.9387755102040817,0.9633507853403142,0.3525586905892904,0.9620253164556962,1.0,0.8928571428571429,0.9433962264150945,0
7,0.30226399588183145,0.9904761904761905,0.9896907216494846,0.9795918367346939,0.9846153846153847,0.3356522977845122,0.9746835443037974,1.0,0.9285714285714286,0.962962962962963,0
8,0.3069571200603071,0.9873015873015873,1.0,0.9591836734693877,0.9791666666666666,0.3575228062676952,0.9746835443037974,1.0,0.9285714285714286,0.962962962962963,0
9,0.24716501849083744,0.9968253968253968,1.0,0.9897959183673469,0.9948717948717948,0.34763743106405715,0.9746835443037974,1.0,0.9285714285714286,0.962962962962963,0
