,Train_loss,Train_binary_acc,Train_precision,Train_recall,Train_f1,Valid_loss,Valid_binary_acc,Valid_precision,Valid_recall,Valid_f1,Best_epoch
0,0.7199879137052115,0.780952380952381,0.9473684210526315,0.34951456310679613,0.5106382978723405,0.5623262414254655,0.8354430379746836,1.0,0.43478260869565216,0.6060606060606061,0
1,0.4839994134981618,0.9523809523809523,0.9074074074074074,0.9514563106796117,0.9289099526066351,0.4346298544292312,0.9620253164556962,0.9166666666666666,0.9565217391304348,0.9361702127659574,0
2,0.39460086395697797,0.9746031746031746,0.9797979797979798,0.941747572815534,0.9603960396039605,0.35543029629962763,0.9746835443037974,1.0,0.9130434782608695,0.9545454545454545,0
3,0.3949361806563223,0.946031746031746,0.8771929824561403,0.970873786407767,0.9216589861751152,0.44219874473648557,0.9240506329113924,0.84,0.9130434782608695,0.8749999999999999,0
4,0.33722697863428336,0.9746031746031746,0.9896907216494846,0.9320388349514563,0.9600000000000001,0.33371381855651366,0.9620253164556962,1.0,0.8695652173913043,0.9302325581395349,0
5,0.28593429823113,0.9841269841269841,0.99,0.9611650485436893,0.9753694581280788,0.3073186106239045,0.9746835443037974,0.9565217391304348,0.9565217391304348,0.9565217391304348,0
6,0.30698733052963184,0.9682539682539683,1.0,0.9029126213592233,0.9489795918367347,0.33730456892049365,0.9493670886075949,1.0,0.8260869565217391,0.9047619047619047,0
7,0.29271103573217133,0.9841269841269841,1.0,0.9514563106796117,0.9751243781094527,0.27981071074263614,0.9620253164556962,0.9545454545454546,0.9130434782608695,0.9333333333333332,0
8,0.24462829326201982,0.9714285714285714,0.9519230769230769,0.9611650485436893,0.9565217391304348,0.34938287628016224,0.9620253164556962,0.9166666666666666,0.9565217391304348,0.9361702127659574,0
9,0.2752319843293363,0.9904761904761905,0.9901960784313726,0.9805825242718447,0.9853658536585367,0.36566204620275233,0.9620253164556962,0.9166666666666666,0.9565217391304348,0.9361702127659574,0
