,Train_loss,Train_binary_acc,Train_precision,Train_recall,Train_f1,Valid_loss,Valid_binary_acc,Valid_precision,Valid_recall,Valid_f1,Best_epoch
0,0.6976556228649368,0.9208860759493671,0.9404761904761905,0.797979797979798,0.8633879781420766,0.5120990156091244,0.9102564102564102,1.0,0.7407407407407407,0.851063829787234,0
1,0.49102585177049235,0.9493670886075949,0.9560439560439561,0.8787878787878788,0.9157894736842106,0.3840691293176439,0.9743589743589743,1.0,0.9259259259259259,0.9615384615384615,0
2,0.4293913274506496,0.9525316455696202,0.9565217391304348,0.8888888888888888,0.9214659685863874,0.355944561767578,0.9871794871794872,1.0,0.9629629629629629,0.9811320754716981,0
3,0.3699703631363485,0.9683544303797469,0.978494623655914,0.9191919191919192,0.9479166666666667,0.32183613471443756,0.9871794871794872,1.0,0.9629629629629629,0.9811320754716981,0
4,0.3223377629917135,0.9683544303797469,0.9158878504672897,0.98989898989899,0.9514563106796117,0.38070313155295743,0.9358974358974359,0.8666666666666667,0.9629629629629629,0.912280701754386,0
5,0.2970974457608346,0.9778481012658228,0.9423076923076923,0.98989898989899,0.9655172413793104,0.33426301910475265,0.9615384615384616,0.9285714285714286,0.9629629629629629,0.9454545454545454,0
6,0.28396743483503306,0.9778481012658228,1.0,0.9292929292929293,0.9633507853403142,0.3273326532341442,0.9871794871794872,1.0,0.9629629629629629,0.9811320754716981,0
7,0.25346249427052203,0.9968354430379747,1.0,0.98989898989899,0.9949238578680203,0.28665863918649637,0.9743589743589743,0.9629629629629629,0.9629629629629629,0.9629629629629629,0
8,0.20047572163046526,0.9936708860759493,1.0,0.9797979797979798,0.989795918367347,0.27364598119705935,0.9871794871794872,1.0,0.9629629629629629,0.9811320754716981,0
9,0.2728064426943577,0.9873417721518988,1.0,0.9595959595959596,0.979381443298969,0.312818833461522,0.9743589743589743,1.0,0.9259259259259259,0.9615384615384615,0
