,Train_loss,Train_binary_acc,Train_precision,Train_recall,Train_f1,Valid_loss,Valid_binary_acc,Valid_precision,Valid_recall,Valid_f1,Best_epoch
0,0.7030876213815478,0.9619047619047619,0.9484536082474226,0.9292929292929293,0.9387755102040816,0.5423392735009419,0.9367088607594937,0.9230769230769231,0.8888888888888888,0.9056603773584906,0
1,0.5039063567734919,0.9301587301587302,0.8532110091743119,0.9393939393939394,0.8942307692307692,0.47032079712998864,0.9493670886075949,0.896551724137931,0.9629629629629629,0.9285714285714286,0
2,0.42653889579183857,0.9619047619047619,0.9887640449438202,0.8888888888888888,0.9361702127659574,0.43329146199279417,0.9367088607594937,0.9583333333333334,0.8518518518518519,0.9019607843137256,0
3,0.37953820994424275,0.9682539682539683,0.989010989010989,0.9090909090909091,0.9473684210526315,0.4150186458403203,0.9240506329113924,0.9565217391304348,0.8148148148148148,0.8800000000000001,0
4,0.3424279816254094,0.9682539682539683,0.989010989010989,0.9090909090909091,0.9473684210526315,0.37787106599943554,0.9620253164556962,0.9615384615384616,0.9259259259259259,0.9433962264150944,0
5,0.34030800584390386,0.9841269841269841,0.9895833333333334,0.9595959595959596,0.9743589743589745,0.35144020234796663,0.9240506329113924,0.92,0.8518518518518519,0.8846153846153846,0
6,0.27407564525351114,0.9587301587301588,0.8839285714285714,1.0,0.9383886255924171,0.40280464502517277,0.9367088607594937,0.84375,1.0,0.9152542372881356,0
7,0.28188791055985357,0.9873015873015873,0.9797979797979798,0.9797979797979798,0.9797979797979798,0.3161296274030778,0.9620253164556962,0.9615384615384616,0.9259259259259259,0.9433962264150944,0
8,0.22904219800669315,0.9904761904761905,1.0,0.9696969696969697,0.9846153846153847,0.4044628851675182,0.9620253164556962,1.0,0.8888888888888888,0.9411764705882353,0
9,0.24679534632719616,0.9904761904761905,1.0,0.9696969696969697,0.9846153846153847,0.3311170075790004,0.9493670886075949,0.96,0.8888888888888888,0.923076923076923,0
