,Train_loss,Train_binary_acc,Train_precision,Train_recall,Train_f1,Valid_loss,Valid_binary_acc,Valid_precision,Valid_recall,Valid_f1,Best_epoch
0,0.3759050553703958,1.0,1.0,1.0,1.0,0.25016731389746816,0.9885057471264368,1.0,0.98,0.98989898989899,0
1,0.09358827756818915,1.0,1.0,1.0,1.0,0.24642021463553979,0.9885057471264368,1.0,0.98,0.98989898989899,0
2,0.05351426874573304,1.0,1.0,1.0,1.0,0.25663972343799085,0.9885057471264368,1.0,0.98,0.98989898989899,0
3,0.037608778525246585,1.0,1.0,1.0,1.0,0.2627925078152583,0.9885057471264368,1.0,0.98,0.98989898989899,0
4,0.029103090910062634,1.0,1.0,1.0,1.0,0.26902224832343047,0.9885057471264368,1.0,0.98,0.98989898989899,0
5,0.023729194236253852,1.0,1.0,1.0,1.0,0.27501145743882344,0.9885057471264368,1.0,0.98,0.98989898989899,0
6,0.020044528517902855,1.0,1.0,1.0,1.0,0.2762715518055955,0.9885057471264368,1.0,0.98,0.98989898989899,0
7,0.017440529109553005,1.0,1.0,1.0,1.0,0.28354509139596307,0.9885057471264368,1.0,0.98,0.98989898989899,0
8,0.01554585753243218,1.0,1.0,1.0,1.0,0.2832229801593033,0.9885057471264368,1.0,0.98,0.98989898989899,0
9,0.014122356420341129,1.0,1.0,1.0,1.0,0.2869089035653261,0.9885057471264368,1.0,0.98,0.98989898989899,0
